id_inmueble,tipo,titulo,calle,barrio,zona,ciudad,localizacion,precio,precio_metro,caracteristicas,habitaciones,m_construidos,m_utiles,baños,referencia,anunciante,nombre,ultima_atualizacion,tlf,url,fecha,ultima_actualizacion,URL
106204912,Ventas,"Chalet adosado en venta en avenida Castillo de Monteagudo, 107","Avenida Castillo de Monteagudo, 107",Barrio El Esparragal,Norte,Murcia,"Avenida Castillo de Monteagudo, 107, Urb. Montepinar, Barrio El Esparragal, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",239.000€,996 €/m²,"['Chalet adosado', '3 plantas', '240 m² construidos, 150 m² útiles', '3 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte', 'Construido en 2005', 'Calefacción central: Gas']",3 plantas,,,"240 m² construidos, 150 m² útiles",106204912,Profesional,ASV INTER,,+34868350007,,2024-10-19 10:51:20,Anuncio actualizado el 8 de octubre,https://www.idealista.com/inmueble/106204912/
106228717,Ventas,Piso en venta en Vistabella,N/A,Barrio Vistabella,Centro,Murcia,"Barrio Vistabella, Distrito Centro, Murcia, Área de Murcia, Murcia",121.000€,1.052 €/m²,"['115 m² construidos, 100 m² útiles', '3 habitaciones', '1 baño', 'Segunda mano/buen estado']",3 habitaciones,,,1 baño,PIS_1729,Profesional,Ana Rios Gomez,,+34868350715,,2024-10-19 10:51:20,Anuncio actualizado el 11 de octubre,https://www.idealista.com/inmueble/106228717/
106227684,Ventas,"Casa o chalet independiente en venta en carril Torre Molina, 55","Carril Torre Molina, 55",Barrio La Albatalía,Este,Murcia,"Carril Torre Molina, 55, Barrio La Albatalía, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",450.000€,1.216 €/m²,"['Casa o chalet independiente', '1 planta', '370 m² construidos, 170 m² útiles', '4 habitaciones', '3 baños', 'Parcela de 450 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2023', 'Calefacción individual']",1 planta,,,"370 m² construidos, 170 m² útiles",106227684,Particular,Mariano,,+34655970024,,2024-10-19 10:51:20,Anuncio actualizado el 16 de octubre,https://www.idealista.com/inmueble/106227684/
106034413,Ventas,Casa o chalet independiente en venta en Javalí Viejo,N/A,Barrio Javalí Viejo,Este,Murcia,"Barrio Javalí Viejo, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",120.900€,626 €/m²,"['Casa o chalet independiente', '2 plantas', '193 m² construidos', '3 habitaciones', '3 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Construido en 1990', 'Calefacción individual']",2 plantas,,,193 m² construidos,YOU0132,Profesional,Youpiso Real Estate,,+34868355558,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106034413/
106227844,Ventas,Finca rústica en venta en calle Mar Menor,Calle Mar Menor,Barrio El Raal,Este,Murcia,"Calle Mar Menor, Barrio El Raal, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",300.000€,1.064 €/m²,"['Finca rústica', '2 plantas', '282 m² construidos, 250 m² útiles', '4 habitaciones', '2 baños', 'Parcela de 579 m²', 'Terraza y balcón', 'Chimenea', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Calefacción individual: Eléctrica']",2 plantas,,,"282 m² construidos, 250 m² útiles",CP-V395,Profesional,José Manuel Tafalla,,+34965025027,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/106227844/
106227826,Ventas,Piso en venta en plaza Sandoval,Plaza Sandoval,Barrio San Andrés-San Antolín,Centro,Murcia,"Plaza Sandoval, Barrio San Andrés-San Antolín, Distrito Centro, Murcia, Área de Murcia, Murcia",144.900€,1.089 €/m²,"['133 m² construidos, 128 m² útiles', '4 habitaciones', '2 baños', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación sur', 'Construido en 1975', 'No dispone de calefacción', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']",4 habitaciones,,,2 baños,Plz 2,Profesional,FELICIDAD BELTRAN,,+34868350219,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106227826/
106214613,Ventas,Dúplex en venta en Cobatillas,N/A,Barrio Cobatillas,Norte,Murcia,"Barrio Cobatillas, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",165.000€,1.100 €/m²,"['150 m² construidos', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Bajo exterior', 'Sin ascensor']",4 habitaciones,,,3 baños,COB008-NA,Profesional,Pisocasion.es El Carmen,,+34868350912,,2024-10-19 10:51:20,Anuncio actualizado el 18 de octubre,https://www.idealista.com/inmueble/106214613/
106228657,Ventas,Casa o chalet independiente en venta en Cañadas de San Pedro,N/A,Barrio Cañadas de San Pedro,N/A,Murcia,"Barrio Cañadas de San Pedro, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",199.000€,1.327 €/m²,"['Casa o chalet independiente', '1 planta', '150 m² construidos, 140 m² útiles', '3 habitaciones', '3 baños', 'Parcela de 292 m²', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2022', 'Calefacción individual']",1 planta,,,"150 m² construidos, 140 m² útiles",V290,Profesional,Vibe Gestión Inmobiliaria,,+34868350228,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106228657/
106228693,Ventas,Piso en venta en San Juan,N/A,Barrio San Juan,Centro,Murcia,"Barrio San Juan, Distrito Centro, Murcia, Área de Murcia, Murcia",150.000€,1.786 €/m²,"['84 m² construidos, 73 m² útiles', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Planta 4ª', 'Con ascensor']",3 habitaciones,,,1 baño,PIS_1724,Profesional,Ana Rios Gomez,,+34868350715,,2024-10-19 10:51:20,Anuncio actualizado el 14 de octubre,https://www.idealista.com/inmueble/106228693/
106134620,Ventas,"Piso en venta en calle Doctor José López Alemán, 6","Calle Doctor José López Alemán, 6",Barrio San Andrés-San Antolín,Centro,Murcia,"Calle Doctor José López Alemán, 6, Barrio San Andrés-San Antolín, Distrito Centro, Murcia, Área de Murcia, Murcia",220.000€,1.594 €/m²,"['138 m² construidos', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación oeste', 'Planta 4ª exterior', 'Con ascensor']",3 habitaciones,,,2 baños,106134620,Particular,silviasanchez,,+34639300506,,2024-10-19 10:51:20,Anuncio actualizado el 13 de octubre,https://www.idealista.com/inmueble/106134620/
106228718,Ventas,"Piso en venta en calle Huerto Capuchinos, 6","Calle Huerto Capuchinos, 6",Barrio El Carmen,Sur,Murcia,"Calle Huerto Capuchinos, 6, Barrio El Carmen, Distrito Sur, Murcia, Área de Murcia, Murcia",180.000€,1.714 €/m²,"['105 m² construidos', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,,,2 baños,106228718,Particular,jose,,+34630861096,,2024-10-19 10:51:20,Anuncio actualizado el 16 de octubre,https://www.idealista.com/inmueble/106228718/
106228437,Ventas,"Piso en venta en calle Lepanto, 3","Calle Lepanto, 3",Barrio San Miguel,Centro,Murcia,"Calle Lepanto, 3, Barrio San Miguel, Distrito Centro, Murcia, Área de Murcia, Murcia",395.000€,3.238 €/m²,"['122 m² construidos, 100 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 1950', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,,,2 baños,1063,Profesional,Fernández&nortes Jurídico E Inmobiliario,,+34868355394,,2024-10-19 10:51:20,Anuncio actualizado el 18 de octubre,https://www.idealista.com/inmueble/106228437/
106228999,Ventas,Dúplex en venta en Espinardo,N/A,Barrio Espinardo,Norte,Murcia,"Barrio Espinardo, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",185.000€,1.201 €/m²,"['154 m² construidos', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte, sur', 'Construido en 2009', 'Calefacción central', 'Planta 5ª exterior', 'Con ascensor']",3 habitaciones,,,3 baños,Puj00331,Profesional,Inmobiliaria Pujante,,+34868350423,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106228999/
106228983,Ventas,Piso en venta en calle General Prim,Calle General Prim,Barrio Cabezo de Torres,Norte,Murcia,"Calle General Prim, Barrio Cabezo de Torres, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",131.500€,1.264 €/m²,"['104 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Sin ascensor']",3 habitaciones,,,2 baños,C1-16772-0001,Profesional,solvia inmobiliaria,,+34919388857,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/106228983/
106229030,Ventas,Piso en venta en calle Telesforo Martínez,Calle Telesforo Martínez,Barrio Sucina,N/A,Murcia,"Calle Telesforo Martínez, Barrio Sucina, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",100.400€,678 €/m²,"['148 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Sin ascensor']",3 habitaciones,,,2 baños,C1-24002-0013,Profesional,solvia inmobiliaria,,+34919388857,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/106229030/
106229735,Ventas,Casa o chalet en venta en Baños y Mendigo,N/A,Barrio Baños y Mendigo,N/A,Murcia,"Barrio Baños y Mendigo, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",229.000€,3.013 €/m²,"['Casa o chalet', '76 m² construidos', '2 habitaciones', '2 baños', 'Parcela de 182 m²', 'Segunda mano/buen estado']",76 m² construidos,,,2 habitaciones,704014,Profesional,Sunvilla Murcia,,+34868355291,,2024-10-19 10:51:20,Anuncio actualizado el 11 de octubre,https://www.idealista.com/inmueble/106229735/
106155378,Ventas,Piso en venta en San Antón,N/A,Barrio San Antón,Centro,Murcia,"Barrio San Antón, Distrito Centro, Murcia, Área de Murcia, Murcia",99.000€,1.100 €/m²,"['90 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/para reformar', 'Trastero', 'Orientación norte', 'Construido en 1962', 'Calefacción individual: Eléctrica', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'exterior', 'Sin ascensor']",4 habitaciones,,,2 baños,PIS0008,Profesional,Bavinor Sl,,+34868355599,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/106155378/
106226853,Ventas,Piso en venta en calle Gloria,Calle Gloria,Barrio Aljucer,Este,Murcia,"Calle Gloria, Barrio Aljucer, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",60.000€,600 €/m²,"['100 m² construidos, 97 m² útiles', '3 habitaciones', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 3ª exterior', 'Sin ascensor']",3 habitaciones,,,1 baño,57860,Profesional,The Simple Rent,,+34868355585,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106226853/
106226617,Ventas,Piso en venta en avenida Ciudad de Almería,Avenida Ciudad de Almería,Barrio La Purísima-Barriomar,Sur,Murcia,"Avenida Ciudad de Almería, Barrio La Purísima-Barriomar, Distrito Sur, Murcia, Área de Murcia, Murcia",100.000€,909 €/m²,"['110 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Planta 7ª interior', 'Con ascensor']",3 habitaciones,,,1 baño,1010P,Profesional,Anastasio .,,+34645022898,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/106226617/
86045980,Ventas,"Casa o chalet independiente en venta en Barrio Aristones, 4",N/A,"Barrio Aristones, 4",Este,Murcia,"Barrio Aristones, 4, Barrio La Raya, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",150.000€,750 €/m²,"['Casa o chalet independiente', '2 plantas', '200 m² construidos, 175 m² útiles', '4 habitaciones', '3 baños', 'Parcela de 500 m²', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Orientación sur']",2 plantas,,,"200 m² construidos, 175 m² útiles",86045980,Particular,Ma DOLORES,,+34650494730,,2024-10-19 10:51:20,Anuncio actualizado el 11 de octubre,https://www.idealista.com/inmueble/86045980/
106226420,Ventas,Chalet adosado en venta en Javalí Nuevo,N/A,Barrio Javalí Nuevo,Este,Murcia,"Barrio Javalí Nuevo, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",182.300€,959 €/m²,"['Chalet adosado', '190 m² construidos', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'No dispone de calefacción']",190 m² construidos,,,3 habitaciones,15112023,Profesional,Mundo inmobiliaria,,+34868350462,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106226420/
85363640,Ventas,Piso en venta en San Pío X,N/A,Barrio San Pío X,Sur,Murcia,"Barrio San Pío X, Distrito Sur, Murcia, Área de Murcia, Murcia",90.000€,1.034 €/m²,"['87 m² construidos, 75 m² útiles', '3 habitaciones', '1 baño', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación norte', 'Calefacción individual: Eléctrica', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,,,1 baño,0805,Profesional,Anastasio .,,+34645022898,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/85363640/
106196620,Ventas,Piso en venta en Santa Eulalia,N/A,Barrio Santa Eulalia,Centro,Murcia,"Barrio Santa Eulalia, Distrito Centro, Murcia, Área de Murcia, Murcia",135.000€,1.667 €/m²,"['81 m² construidos', '2 habitaciones', '1 baño', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Construido en 1989', 'Calefacción individual', 'Bajo exterior', 'Con ascensor']",2 habitaciones,,,1 baño,07299,Profesional,BASCUÑANA INMOBILIARIA,,+34868350058,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106196620/
101134973,Ventas,"Casa o chalet independiente en venta en Aurora, 18",N/A,Barrio La Ñora,Este,Murcia,"Aurora, 18, Urb. Villa Jerónimos, Barrio La Ñora, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",199.990€,727 €/m²,"['Casa o chalet independiente', '4 plantas', '275 m² construidos, 235 m² útiles', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Construido en 2001', 'Calefacción central: Gas']",4 plantas,,,"275 m² construidos, 235 m² útiles",101134973,Particular,jose,,+34679163590,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/101134973/
106222371,Ventas,Chalet adosado en venta en La Ñora,N/A,Barrio La Ñora,Este,Murcia,"Barrio La Ñora, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",109.000€,722 €/m²,"['Chalet adosado', '1 planta', '151 m² construidos, 140 m² útiles', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Orientación norte, sur, este, oeste', 'Construido en 1960', 'Calefacción individual: Bomba de frío/calor']",1 planta,,,"151 m² construidos, 140 m² útiles",106222371,Profesional,Cristinagestioninmo,,+34868355272,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106222371/
106138170,Ventas,Piso en venta en calle Moreno Cortés,Calle Moreno Cortés,Barrio Cabezo de Torres,Norte,Murcia,"Calle Moreno Cortés, Barrio Cabezo de Torres, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",106.500€,926 €/m²,"['115 m² construidos', '3 habitaciones', '1 baño', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación este', 'Planta 2ª exterior', 'Con ascensor']",3 habitaciones,,,1 baño,DW-REF-MIN-283,Profesional,Ahora Management,,+34919017432,,2024-10-19 10:51:20,Anuncio actualizado el 16 de octubre,https://www.idealista.com/inmueble/106138170/
87375620,Ventas,Piso en venta en Av. Ciudad de Almería,N/A,Barrio La Purísima-Barriomar,Sur,Murcia,"Av. Ciudad de Almería, Barrio La Purísima-Barriomar, Distrito Sur, Murcia, Área de Murcia, Murcia",100.000€,909 €/m²,"['110 m² construidos', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, este', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']",4 habitaciones,,,2 baños,1110,Profesional,Anastasio .,,+34645022898,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/87375620/
87289403,Ventas,Piso en venta en Santiago el Mayor,N/A,Barrio Santiago el Mayor,Sur,Murcia,"Barrio Santiago el Mayor, Distrito Sur, Murcia, Área de Murcia, Murcia",100.000€,1.075 €/m²,"['93 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Solo interior de la vivienda adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']",3 habitaciones,,,1 baño,1010,Profesional,Anastasio .,,+34645022898,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/87289403/
106223090,Ventas,Casa de pueblo en venta en calle Bando de la Huerta,Calle Bando de la Huerta,Barrio Alquerías,Este,Murcia,"Calle Bando de la Huerta, Barrio Alquerías, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",150.000€,424 €/m²,"['Casa de pueblo', '2 plantas', '354 m² construidos, 300 m² útiles', '7 habitaciones', '2 baños', 'Parcela de 311 m²', 'Terraza', 'Chimenea', 'Segunda mano/buen estado', 'Trastero', 'Construido en 1965']",2 plantas,,,"354 m² construidos, 300 m² útiles",106223090,Profesional,Inmobiliaria Casasol,,+34868350085,,2024-10-19 10:51:20,Anuncio actualizado el 14 de octubre,https://www.idealista.com/inmueble/106223090/
106223221,Ventas,Piso en venta en El Palmar,N/A,Barrio El Palmar,Este,Murcia,"Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",130.000€,1.121 €/m²,"['116 m² construidos, 87 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Construido en 1991', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']",4 habitaciones,,,2 baños,RML-02266,Profesional,Ana María Vera Hernández,,+34660198205,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106223221/
106223006,Ventas,Piso en venta en calle Poeta Cano Pato,Calle Poeta Cano Pato,Barrio San Miguel,Centro,Murcia,"Calle Poeta Cano Pato, Barrio San Miguel, Distrito Centro, Murcia, Área de Murcia, Murcia",340.000€,4.416 €/m²,"['77 m² construidos', '2 habitaciones', '1 baño', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 1999', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']",2 habitaciones,,,1 baño,106223006,Profesional,KAMUI GRUPO INMOBILIARIO,,+34868355930,,2024-10-19 10:51:20,Anuncio actualizado el 10 de octubre,https://www.idealista.com/inmueble/106223006/
100208752,Ventas,Piso en venta en plaza Juan XXIII,Plaza Juan XXIII,Barrio La Fama,Centro,Murcia,"Plaza Juan XXIII, Barrio La Fama, Distrito Centro, Murcia, Área de Murcia, Murcia",275.000€,2.806 €/m²,"['98 m² construidos', '3 habitaciones', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación este, oeste', 'Construido en 1976', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 6ª exterior', 'Con ascensor']",3 habitaciones,,,1 baño,20726,Profesional,Corporación Inmobiliaria,,+34868350663,,2024-10-19 10:51:20,Anuncio actualizado el 15 de octubre,https://www.idealista.com/inmueble/100208752/
106221681,Ventas,"Piso en venta en plaza Nuestra Señora de Loreto, 11 -15","Plaza Nuestra Señora de Loreto, 11 -15",Barrio Algezares,Este,Murcia,"Plaza Nuestra Señora de Loreto, 11 -15, Barrio Algezares, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",80.000€,1.096 €/m²,"['73 m² construidos', '2 habitaciones', '1 baño', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación norte, sur, este, oeste', 'Construido en 1999', 'exterior', 'Sin ascensor']",2 habitaciones,,,1 baño,C0126-00144,Profesional,CENTURY 21 Now III,,+34868680881,,2024-10-19 10:51:20,Anuncio actualizado el 14 de octubre,https://www.idealista.com/inmueble/106221681/
106229771,Ventas,Casa o chalet en venta en Gea y Truyols,N/A,Barrio Gea y Truyols,N/A,Murcia,"Barrio Gea y Truyols, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",245.000€,1.960 €/m²,"['Casa o chalet', '125 m² construidos', '3 habitaciones', '2 baños', 'Parcela de 726 m²', 'Segunda mano/buen estado']",125 m² construidos,,,3 habitaciones,SVM696380-2,Profesional,Alexandra,,+34868355846,,2024-10-19 10:51:20,Anuncio actualizado el 14 de octubre,https://www.idealista.com/inmueble/106229771/
106229795,Ventas,Piso en venta en avenida de los Jerónimos,Avenida de los Jerónimos,Barrio Guadalupe,Este,Murcia,"Avenida de los Jerónimos, Barrio Guadalupe, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",72.900€,1.215 €/m²,"['60 m² construidos, 53 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Trastero', 'Construido en 2010', 'Planta 2ª', 'Con ascensor']",2 habitaciones,,,1 baño,6982506-VE,N/A,N/A,,+34917907541,,2024-10-19 10:51:20,Anuncio actualizado el 11 de octubre,https://www.idealista.com/inmueble/106229795/
106230215,Ventas,Piso en venta en calle Historiador Juan Torres Fontes,Calle Historiador Juan Torres Fontes,Barrio Infante Juan Manuel,Sur,Murcia,"Calle Historiador Juan Torres Fontes, Barrio Infante Juan Manuel, Distrito Sur, Murcia, Área de Murcia, Murcia",189.000€,1.718 €/m²,"['110 m² construidos', '4 habitaciones', '3 baños', 'Segunda mano/buen estado', 'Sin ascensor']",4 habitaciones,,,3 baños,GTRE-01399,Profesional,Hipoges .,,+34919380558,,2024-10-19 10:51:20,Anuncio actualizado el 12 de octubre,https://www.idealista.com/inmueble/106230215/
106235035,Ventas,Piso en venta en Zona Juan Carlos I,N/A,Barrio Zona Juan Carlos I,Norte,Murcia,"Barrio Zona Juan Carlos I, Distrito Norte, Murcia, Área de Murcia, Murcia",279.000€,2.082 €/m²,"['134 m² construidos', '2 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/para reformar', 'Armarios empotrados', 'Trastero', 'Calefacción central', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']",2 habitaciones,,,2 baños,RP3152024131190,Profesional,REDPISO MURCIA VISTALEGRE REDPISO VISTALEGRE,,+34868355402,,2024-10-19 10:51:20,Anuncio actualizado el 16 de octubre,https://www.idealista.com/inmueble/106235035/
106241142,Ventas,Casa o chalet en venta en Baños y Mendigo,N/A,Barrio Baños y Mendigo,N/A,Murcia,"Barrio Baños y Mendigo, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",659.000€,3.946 €/m²,"['Casa o chalet', '167 m² construidos', '3 habitaciones', '3 baños', 'Parcela de 567 m²', 'Segunda mano/buen estado']",167 m² construidos,,,3 habitaciones,700108,Profesional,Sunvilla Murcia,,+34868355291,,2024-10-19 10:51:20,Anuncio actualizado el 14 de octubre,https://www.idealista.com/inmueble/106241142/
106241169,Ventas,Casa o chalet en venta en Baños y Mendigo,N/A,Barrio Baños y Mendigo,N/A,Murcia,"Barrio Baños y Mendigo, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",355.900€,3.669 €/m²,"['Casa o chalet', '97 m² construidos', '3 habitaciones', '2 baños', 'Parcela de 299 m²', 'Segunda mano/buen estado']",97 m² construidos,,,3 habitaciones,704016,Profesional,Sunvilla Murcia,,+34868355291,,2024-10-19 10:51:20,Anuncio actualizado el 14 de octubre,https://www.idealista.com/inmueble/106241169/
106241168,Ventas,Piso en venta en Baños y Mendigo,N/A,Barrio Baños y Mendigo,N/A,Murcia,"Barrio Baños y Mendigo, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",185.000€,1.000 €/m²,"['185 m² construidos', '2 habitaciones', '3 baños', 'Segunda mano/buen estado']",2 habitaciones,,,3 baños,704070,Profesional,Sunvilla Murcia,,+34868355291,,2024-10-19 10:51:20,Anuncio actualizado el 12 de octubre,https://www.idealista.com/inmueble/106241168/
106240872,Ventas,"Piso en venta en puerta Nueva, 29",N/A,Barrio San Lorenzo,Centro,Murcia,"Puerta Nueva, 29, Barrio San Lorenzo, Distrito Centro, Murcia, Área de Murcia, Murcia",424.000€,3.095 €/m²,"['137 m² construidos', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 1980', 'Calefacción central: Gas', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 5ª exterior', 'Con ascensor']",4 habitaciones,,,2 baños,106240872,Profesional,Informes Urbanos,,+34868350424,,2024-10-19 10:51:20,Anuncio actualizado el 16 de octubre,https://www.idealista.com/inmueble/106240872/
104497085,Ventas,"Piso en venta en avenida Príncipe de Asturias, 37 numero","Avenida Príncipe de Asturias, 37 numero",Barrio Zona Juan de Borbón,Norte,Murcia,"Avenida Príncipe de Asturias, 37 numero, Barrio Zona Juan de Borbón, Distrito Norte, Murcia, Área de Murcia, Murcia",285.000€,2.375 €/m²,"['120 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Planta 2ª exterior', 'Con ascensor']",3 habitaciones,,,2 baños,104497085,,MARIA VICTORIA MARTINEZ JOVER,,+34689149435,,2024-10-19 10:51:20,Anuncio actualizado el 12 de octubre,https://www.idealista.com/inmueble/104497085/
